fuente,nombre,voltaje_kv,latitud,longitud,propietario,departamento,municipio,estado,attrs_json
Subestaciones_69_kV_,Montecristo,69,14.554878182000026,-90.40261915599996,,,,,"{""FID"": 156, ""Name"": ""Montecristo"", ""V__kV_"": 69}"
Subestaciones_69_kV_,Rodriguez Briones,69,14.558325074000035,-90.45771285599994,,,,,"{""FID"": 157, ""Name"": ""Rodriguez Briones"", ""V__kV_"": 69}"
Subestaciones_69_kV_,San Isidro,69,14.602190658000039,-90.46662207999998,,,,,"{""FID"": 158, ""Name"": ""San Isidro"", ""V__kV_"": 69}"
Subestaciones_69_kV_,Proceres,69,14.590798338000074,-90.50704043899998,,,,,"{""FID"": 159, ""Name"": ""Proceres"", ""V__kV_"": 69}"
Subestaciones_69_kV_,Ciudad Vieja,69,14.607134040000066,-90.51097526399997,,,,,"{""FID"": 160, ""Name"": ""Ciudad Vieja"", ""V__kV_"": 69}"
Subestaciones_69_kV_,Aurora,69,14.59408012600005,-90.54026017599995,,,,,"{""FID"": 161, ""Name"": ""Aurora"", ""V__kV_"": 69}"
Subestaciones_69_kV_,San Cristobal,69,14.596417835000066,-90.58555000999996,,,,,"{""FID"": 162, ""Name"": ""San Cristobal"", ""V__kV_"": 69}"
Subestaciones_69_kV_,Centro,69,14.600505671000063,-90.56576348599998,,,,,"{""FID"": 163, ""Name"": ""Centro"", ""V__kV_"": 69}"
Subestaciones_69_kV_,Papi Strachan,69,14.600681427000028,-90.56187220899994,,,,,"{""FID"": 164, ""Name"": ""Papi Strachan"", ""V__kV_"": 69}"
Subestaciones_69_kV_,Guarda,69,14.610214213000056,-90.53932336999996,,,,,"{""FID"": 165, ""Name"": ""Guarda"", ""V__kV_"": 69}"
Subestaciones_69_kV_,Pamplona,69,14.609595868000035,-90.53058518599994,,,,,"{""FID"": 166, ""Name"": ""Pamplona"", ""V__kV_"": 69}"
